GeneID	Chr	Start	End	Strand
MIR2278	9	94809962	94810057	+
MIR6081	9	95065350	95065446	+
MIR23B	9	95085208	95085304	+
MIR27B	9	95085445	95085541	+
MIR3074	9	95086014	95086094	-
MIR24-1	9	95086021	95086088	+
MIR1302-8	9	97363554	97363681	-
MIR6854	9	98229149	98229217	-
MIR8081	9	106600928	106601022	+
MIR32	9	109046229	109046298	-
MIR3927	9	109511475	109511545	-
MIR7702	9	111271156	111271214	-
MIR4668	9	111932100	111932169	+
MIR455	9	114209434	114209529	+
MIR147A	9	120244979	120245050	-
MIR4478	9	122120082	122120167	-
MIR600	9	123111546	123111643	-
MIR601	9	123402525	123402603	-
MIR7150	9	123485529	123485622	-
MIR181A2	9	124692442	124692551	+
MIR181B2	9	124693710	124693798	+
MIR3911	9	127690687	127690795	-
MIR3960	9	127785833	127785923	+
MIR2861	9	127785918	127786007	+
MIR4672	9	127869415	127869495	-
MIR199B	9	128244721	128244830	-
MIR3154	9	128244947	128245030	-
MIR219A2	9	128392618	128392714	-
MIR219B	9	128392621	128392708	+
MIR6855	9	129869605	129869671	+
MIR6856	9	130626297	130626363	+
MIR548AW	9	132945707	132945771	+
MIR6877	9	133051996	133052059	+
MIR4669	9	134379411	134379472	+
MIR3689C	9	134849298	134849369	-
MIR3689A	9	134849487	134849564	-
MIR3689D1	9	134849609	134849682	-
MIR3689B	9	134850125	134850272	-
MIR3689D2	9	134850277	134850356	-
MIR3689E	9	134850570	134850641	-
MIR3689F	9	134850742	134850807	-
MIR4673	9	136519568	136519626	-
MIR4674	9	136546173	136546259	-
MIR126	9	136670602	136670686	+
MIR6722	9	136746893	136746970	-
MIR4292	9	136830957	136831023	+
MIR4479	9	136886733	136886803	+
MIR3621	9	137169186	137169270	-
MIR7114	9	137450026	137450086	-
MIR602	9	137838419	137838516	+
MIR5699	10	641689	641778	-
MIR6072	10	2076019	2076089	-
MIR6078	10	3991160	3991259	+
MIR3155A	10	6152196	6152277	+
MIR3155B	10	6152207	6152262	-
MIR548AK	10	12130760	12130816	-
MIR4480	10	12578753	12578823	+
MIR4481	10	12653138	12653197	-
MIR548Q	10	12725254	12725353	-
MIR4293	10	14383200	14383277	-
MIR1265	10	14436576	14436661	+
MIR511	10	17845107	17845193	+
MIR4675	10	20551970	20552046	+
MIR1915	10	21496562	21496641	-
ENSG00000264574	10	23393405	23393467	+
MIR603	10	24275685	24275781	+
MIR8086	10	28289258	28289350	-
MIR604	10	29545004	29545097	-
MIR938	10	29602264	29602346	-
MIR7162	10	30368597	30368665	-
MIR3611	10	35079598	35079680	-
MIR4683	10	35641172	35641252	-
MIR5100	10	42997563	42997681	+
MIR3156-1	10	45164014	45164088	+
MIR4294	10	48985512	48985587	-
MIR605	10	51299573	51299655	+
MIR548F1	10	54607874	54607957	-
MIR3924	10	57304479	57304559	-
MIR1296	10	63372957	63373048	-
MIR7151	10	67403351	67403410	-
ENSG00000221184	10	68759318	68759414	+
MIR7152	10	71790747	71790800	+
MIR4676	10	72721029	72721100	+
MIR606	10	75552458	75552553	+
MIR346	10	86264694	86264788	-
MIR4678	10	87503881	87503954	+
MIR4679-2	10	89063335	89063411	-
MIR4679-1	10	89063336	89063410	+
MIR107	10	89592747	89592827	-
MIR3157	10	96064315	96064399	-
MIR607	10	96828669	96828764	-
MIR1287	10	98395218	98395307	-
MIR4685	10	98431292	98431360	-
MIR6507	10	98924499	98924568	-
MIR608	10	100974985	100975084	+
MIR3158-2	10	101601417	101601497	-
MIR3158-1	10	101601417	101601497	+
MIR146B	10	102436512	102436584	+
MIR1307	10	103394253	103394401	-
MIR936	10	104048089	104048186	-
MIR609	10	104218789	104218883	-
MIR4482	10	104268336	104268405	-
MIR4680	10	110898090	110898155	+
MIR548E	10	110988926	110989013	+
MIR6715B	10	112299612	112299688	-
MIR6715A	10	112299612	112299690	+
MIR4295	10	112634170	112634254	+
MIR4483	10	113777993	113778054	-
MIR2110	10	114174105	114174179	-
MIR3663	10	117167678	117167774	-
MIR4681	10	119377972	119378043	+
MIR4682	10	119958513	119958592	+
MIR3941	10	122416965	122417067	+
MIR4296	10	125032783	125032870	-
MIR4484	10	125819740	125819822	+
MIR4297	10	129843299	129843374	-
MIR378C	10	130962588	130962668	-
MIR202	10	133247511	133247620	-
MIR3944	10	133371556	133371663	-
MIR6743	11	209336	209406	+
MIR210	11	568089	568198	-
MIR6744	11	1256605	1256670	+
MIR4298	11	1859464	1859536	-
MIR7847	11	1880045	1880147	+
MIR675	11	1996759	1996831	-
MIR483	11	2134134	2134209	-
MIR4686	11	2173063	2173138	+
MIR4687	11	3856062	3856141	+
MIR302E	11	7234766	7234837	+
MIR5691	11	9090312	9090379	-
MIR4485	11	10508270	10508326	-
MIR4299	11	11656651	11656722	-
MIR8070	11	11783135	11783222	-
MIR6124	11	12163683	12163767	+
MIR6073	11	15969533	15969621	-
MIR3159	11	18387787	18387860	+
MIR4486	11	19575310	19575372	+
MIR4694	11	19760004	19760083	-
MIR8054	11	23419105	23419190	-
MIR8087	11	27514970	27515047	-
MIR610	11	28056815	28056910	+
MIR8068	11	28477481	28477548	-
MIR1343	11	34941837	34941920	+
MIR3973	11	36010098	36010204	+
MIR670	11	43559656	43559753	+
MIR129-2	11	43581394	43581483	+
MIR7154	11	45691704	45691776	-
MIR4688	11	46376402	46376484	+
MIR3160-1	11	46451805	46451889	-
MIR3160-2	11	46451807	46451887	+
MIR5582	11	46753125	46753192	-
MIR6745	11	47179611	47179737	-
MIR4487	11	47400970	47401042	+
MIR3161	11	48096782	48096858	+
MIR6128	11	56743873	56743981	+
MIR130A	11	57641198	57641286	+
MIR3162	11	59595077	59595158	-
MIR6503	11	60209071	60209156	-
MIR4488	11	61508596	61508657	+
MIR611	11	61792495	61792561	-
MIR1908	11	61815161	61815240	-
MIR6746	11	61878216	61878278	-
MIR6747	11	62567011	62567071	-
MIR6748	11	62789815	62789885	+
MIR6514	11	62792702	62792771	-
MIR7155	11	64341849	64341904	-
MIR1237	11	64368602	64368703	+
MIR192	11	64891137	64891246	-
MIR194-2	11	64891355	64891439	-
MIR6750	11	64898363	64898437	-
MIR6749	11	64902387	64902455	-
MIR6879	11	65018505	65018570	+
MIR6751	11	65129916	65129978	-
MIR612	11	65444458	65444557	+
MIR4690	11	65636310	65636369	+
MIR4489	11	65649192	65649253	+
MIR3163	11	66934434	66934506	-
MIR6860	11	67045643	67045708	+
MIR6752	11	67490245	67490315	+
MIR7113	11	68032864	68032922	+
MIR4691	11	68033897	68033981	+
MIR6753	11	68044794	68044957	+
MIR3164	11	69083176	69083258	+
MIR548K	11	70283955	70284070	+
MIR3664	11	70872270	70872368	-
MIR6754	11	71473503	71473568	+
MIR3165	11	72072228	72072302	-
MIR139	11	72615063	72615130	-
MIR4692	11	72783530	72783592	+
MIR548AL	11	74399237	74399333	+
MIR4696	11	74720268	74720337	-
MIR326	11	75335092	75335186	-
MIR708	11	79402022	79402109	-
MIR5579	11	79422169	79422226	-
MIR4300	11	81890741	81890836	-
MIR6755	11	86278333	86278398	+
MIR3166	11	88176502	88176593	+
MIR4490	11	90555774	90555857	-
MIR1261	11	90869121	90869202	-
MIR1304	11	93733674	93733764	-
MIR548L	11	94466495	94466580	-
MIR1260B	11	96341438	96341526	+
MIR3920	11	101519820	101519905	-
MIR4693	11	103849906	103849980	+
ENSG00000280773	11	104252591	104252651	+
MIR4491	11	111347757	111347824	+
MIR34B	11	111512938	111513021	+
MIR34C	11	111513439	111513515	+
MIR4301	11	113450023	113450088	-
MIR6716	11	118644000	118644079	+
MIR4492	11	118910708	118910787	+
ENSG00000283704	11	119018944	119019012	+
MIR6756	11	119312950	119313012	-
MIR125B1	11	122099757	122099844	-
MIRLET7A2	11	122146522	122146593	-
MIR100	11	122152229	122152308	-
MIR4493	11	123381440	123381512	-
MIR3167	11	126988458	126988542	-
MIR6090	11	128522390	128522449	+
MIR8052	11	130666735	130666803	+
MIR4697	11	133898504	133898581	-
MIR3649	12	1660315	1660380	-
MIR200C	12	6963699	6963766	+
MIR141	12	6964097	6964191	+
MIR1244-3	12	9239467	9239551	-
MIR1244-4	12	12111952	12112036	+
MIR613	12	12764649	12764743	+
MIR614	12	12915829	12915918	+
MIR3974	12	17673299	17673394	+
MIR920	12	24212421	24212495	+
MIR4302	12	25874020	25874079	-
MIR7851	12	42323700	42323859	-
MIR4698	12	47187812	47187891	+
MIR4494	12	47364186	47364269	-
MIR6505	12	48132797	48132867	+
MIR1291	12	48654444	48654530	-
MIR4701	12	48771975	48772037	-
MIR1293	12	50234142	50234212	-
MIR6757	12	53056944	53057012	+
MIR196A2	12	53991738	53991847	+
MIR615	12	54033950	54034045	+
MIR3198-2	12	54231397	54231476	-
MIR148B	12	54337216	54337314	+
MIR1228	12	57194504	57194576	+
MIR6758	12	57512688	57512750	+
MIR616	12	57519163	57519259	-
MIR6759	12	57748618	57748682	-
MIR26A2	12	57824609	57824692	-
MIR6125	12	62260359	62260454	+
MIRLET7I	12	62603686	62603769	+
MIR548Z	12	64622509	64622605	-
MIR548C	12	64622509	64622605	+
MIR6074	12	66023620	66023726	-
MIR6502	12	66251082	66251157	+
MIR1279	12	69273157	69273218	-
MIR3913-1	12	69584722	69584823	-
MIR3913-2	12	69584723	69584822	+
MIR1252	12	79419257	79419321	+
MIR617	12	80832533	80832629	-
MIR618	12	80935736	80935833	-
MIR4699	12	81158388	81158461	+
MIR5700	12	94561789	94561859	+
MIR7844	12	94571231	94571352	-
MIR492	12	94834398	94834513	+
MIR331	12	95308420	95308513	+
MIR3685	12	95309923	95309984	+
MIR1251	12	97491909	97491978	+
MIR135A2	12	97563812	97563911	+
MIR4495	12	97939056	97939121	-
MIR4303	12	97995383	97995448	-
MIR1827	12	100189884	100189949	+
MIR3652	12	103930425	103930555	+
MIR3922	12	104591633	104591716	+
MIR4496	12	108635810	108635870	+
MIR619	12	108836908	108837006	-
MIR4497	12	109833348	109833436	+
MIR6760	12	111304142	111304209	+
MIR6761	12	111799834	111799905	+
MIR3657	12	112037599	112037715	-
MIR6861	12	112163258	112163321	-
MIR1302-1	12	112695034	112695176	-
MIR7106	12	113159113	113159177	-
MIR6762	12	113291523	113291608	+
MIR620	12	116148560	116148654	-
MIR4472-2	12	116428252	116428318	-
MIR1178	12	119713634	119713724	-
MIR4498	12	120155434	120155499	-
MIR4700	12	120723193	120723266	+
MIR7107	12	121444273	121444352	-
MIR4304	12	123010667	123010728	-
MIR8072	12	123364764	123364843	-
MIR3908	12	123536409	123536534	+
MIR6880	12	124337181	124337242	-
MIR5188	12	124915547	124915659	+
ENSG00000265061	12	128244506	128244573	+
MIR3612	12	128294092	128294178	+
MIR6763	12	132581997	132582061	+
MIR4499	13	20433778	20433846	-
MIR2276	13	24162416	24162504	+
MIR4305	13	39664034	39664135	-
MIR320D1	13	40727828	40727875	-
MIR621	13	40810766	40810861	+
MIR3168	13	41101019	41101100	-
MIR5006	13	41568286	41568395	-
MIR8079	13	44196129	44196200	-
MIR3613	13	49996415	49996501	-
MIR16-1	13	50048973	50049061	-
MIR15A	13	50049119	50049201	-
MIR5693	13	51348567	51348639	-
MIR4703	13	51552589	51552667	+
MIR759	13	52810050	52810140	+
MIR1297	13	54311972	54312048	-
MIR5007	13	55174454	55174548	+
MIR3169	13	61199798	61199880	-
MIR548X2	13	65966330	65966429	-
MIR4704	13	66218250	66218324	+
MIR3665	13	77698012	77698116	-
MIR4500	13	87618665	87618740	-
MIR622	13	90231182	90231277	+
MIR17	13	91350605	91350688	+
MIR18A	13	91350751	91350821	+
MIR19A	13	91350891	91350972	+
MIR20A	13	91351065	91351135	+
MIR19B1	13	91351192	91351278	+
MIR92A1	13	91351314	91351391	+
MIR548AS	13	92490163	92490220	+
MIR4501	13	96427229	96427292	+
MIR3170	13	98208524	98208600	+
MIR623	13	99356131	99356228	+
MIR4306	13	99643059	99643149	+
MIR2681	13	101967642	101967746	-
MIR4705	13	102045934	102046004	-
MIR1267	13	107531171	107531248	-
MIR8073	13	110340958	110341029	+
MIR8075	13	113262920	113262999	+
MIR548AR	13	114244505	114244561	+
MIR4502	13	114273828	114273908	+
MIR6717	14	21023314	21023386	-
MIR4707	14	22956950	22957029	-
MIR208A	14	23388596	23388666	-
MIR208B	14	23417987	23418063	-
MIR7703	14	24143489	24143565	-
MIR4307	14	26908642	26908725	+
MIR3171	14	27633205	27633278	-
MIR624	14	31014646	31014742	-
MIR4503	14	36952309	36952391	-
MIR548Y	14	47760995	47761104	-
MIR6076	14	49966399	49966511	+
MIR4504	14	50299855	50299946	-
MIR5580	14	53948427	53948484	-
MIR4308	14	54878113	54878193	-
MIR5586	14	59646962	59647020	-
MIR548H1	14	64095024	64095125	-
MIR7855	14	64785626	64785686	-
MIR4706	14	65044688	65044769	+
MIR4708	14	65335117	65335183	-
MIR625	14	65471102	65471186	+
MIR5694	14	67441855	67441930	-
MIR7843	14	72516820	72516898	+
MIR4505	14	73758747	73758819	+
MIR4709	14	74480133	74480204	-
ENSG00000280494	14	75604209	75604261	+
MIR1260A	14	77266218	77266290	+
MIR4506	14	93948226	93948302	-
MIR3173	14	95137919	95137986	-
MIR151B	14	100109419	100109514	-
MIR342	14	100109655	100109753	+
MIR6764	14	100277357	100277417	+
MIR345	14	100307859	100307956	+
MIR2392	14	100814491	100814574	+
MIR770	14	100852390	100852487	+
MIR493	14	100869060	100869148	+
MIR337	14	100874493	100874585	+
MIR665	14	100875033	100875104	+
MIR431	14	100881007	100881120	+
MIR433	14	100881886	100881978	+
MIR127	14	100882979	100883075	+
MIR432	14	100884483	100884576	+
MIR136	14	100884702	100884783	+
MIR370	14	100911139	100911213	+
MIR379	14	101022066	101022132	+
MIR411	14	101023325	101023420	+
MIR299	14	101023794	101023856	+
MIR380	14	101025017	101025077	+
MIR1197	14	101025564	101025651	+
MIR323A	14	101025732	101025817	+
MIR758	14	101026020	101026107	+
MIR329-1	14	101026785	101026864	+
MIR329-2	14	101027100	101027183	+
MIR494	14	101029634	101029714	+
MIR1193	14	101030052	101030129	+
MIR543	14	101031987	101032064	+
MIR495	14	101033755	101033836	+
MIR376C	14	101039690	101039755	+
MIR376A2	14	101040069	101040148	+
MIR654	14	101040219	101040299	+
MIR376B	14	101040436	101040535	+
MIR376A1	14	101040782	101040849	+
MIR300	14	101041363	101041445	+
MIR1185-1	14	101042977	101043062	+
MIR1185-2	14	101044198	101044283	+
MIR381	14	101045920	101045994	+
MIR487B	14	101046455	101046538	+
MIR539	14	101047321	101047398	+
MIR889	14	101047901	101047979	+
MIR544A	14	101048658	101048748	+
MIR655	14	101049550	101049646	+
MIR487A	14	101052446	101052525	+
MIR382	14	101054306	101054381	+
MIR134	14	101054687	101054759	+
MIR668	14	101055258	101055323	+
MIR485	14	101055419	101055491	+
MIR323B	14	101056219	101056300	+
MIR154	14	101059755	101059838	+
MIR496	14	101060573	101060674	+
MIR377	14	101062050	101062118	+
MIR541	14	101064495	101064578	+
MIR409	14	101065300	101065378	+
MIR412	14	101065447	101065537	+
MIR369	14	101065598	101065667	+
MIR410	14	101065912	101065991	+
MIR656	14	101066724	101066801	+
MIR1247	14	101560287	101560422	-
MIR4309	14	102539644	102539726	+
MIR203A	14	104117405	104117514	+
MIR203B	14	104117418	104117503	-
MIR4710	14	104677694	104677749	-
MIR6765	14	105150778	105150864	-
MIR8071-1	14	105621116	105621180	+
MIR8071-2	14	105640168	105640232	+
MIR4539	14	105857513	105857572	-
MIR4507	14	105858124	105858175	-
MIR4538	14	105858165	105858242	-
MIR4537	14	105859484	105859553	-
MIR5195	14	106850885	106850999	-
MIR3118-2	15	20832795	20832869	+
MIR5701-1	15	20940252	20940333	+
MIR3118-3	15	21406385	21406459	+
MIR5701-2	15	21513959	21514040	+
MIR3118-4	15	21843750	21843824	+
MIR5701-3	15	21951242	21951323	+
MIR1268A	15	22225278	22225329	-
MIR4509-1	15	23197827	23197920	+
MIR4508	15	23562062	23562131	-
MIR4715	15	25848747	25848825	-
MIR4509-2	15	28426491	28426584	+
MIR4509-3	15	28490752	28490845	-
MIR211	15	31065032	31065141	-
MIR1233-1	15	34382069	34382150	-
MIR1233-2	15	34528290	34528371	-
MIR3942	15	35372256	35372364	-
MIR4510	15	35926856	35926923	+
MIR8063	15	36972821	36972901	-
MIR626	15	41691585	41691678	+
MIR4310	15	41866495	41866551	-
MIR627	15	42199570	42199666	-
MIR1282	15	43793659	43793759	-
MIR147B	15	45433050	45433129	+
MIR4716	15	49169070	49169153	-
MIR4712	15	50360329	50360410	+
MIR4713	15	51242190	51242264	+
MIR7973-2	15	51314032	51314107	-
MIR7973-1	15	51314034	51314109	+
MIR1266	15	52277117	52277200	-
MIR628	15	55372940	55373034	-
MIR2116	15	59171183	59171262	-
MIR8067	15	62304658	62304734	-
MIR6085	15	62343029	62343138	+
MIR190A	15	62823957	62824041	+
MIR422A	15	63870930	63871019	-
MIR1272	15	64762387	64762515	-
MIR4511	15	65719246	65719332	-
MIR4311	15	66040233	66040332	+
MIR4512	15	66496958	66497034	-
MIR4312	15	68801850	68801925	-
MIR629	15	70079372	70079468	-
MIR630	15	72587217	72587313	+
MIR6881	15	74411357	74411432	-
MIR4513	15	74788672	74788757	-
MIR6882	15	74840642	74840707	-
MIR631	15	75353611	75353685	-
MIR4313	15	75762215	75762315	-
MIR3713	15	76586647	76586691	+
MIR184	15	79209788	79209871	+
MIR5572	15	80581103	80581239	+
MIR549A	15	80841978	80842073	-
MIR4514	15	80997417	80997473	-
MIR4515	15	83067335	83067415	+
MIR7706	15	85380596	85380662	+
MIR1276	15	85770496	85770578	-
MIR548AP	15	85825635	85825730	+
MIR1179	15	88608107	88608197	+
MIR7-2	15	88611825	88611934	+
MIR3529	15	88611847	88611924	-
MIR6766	15	89326739	89326810	-
MIR9-3	15	89368017	89368106	+
MIR5094	15	89850637	89850721	-
MIR5009	15	89883931	89884030	-
MIR3174	15	90006755	90006841	+
MIR3175	15	92904399	92904475	+
MIR1469	15	96333261	96333307	+
MIR4714	15	98784426	98784502	+
MIR1302-10	15	101960459	101960596	-
MIR6859-3	15	101973524	101973591	+
MIR6859-4	16	17052	17119	-
MIR5587	16	535316	535368	+
MIR3176	16	543277	543366	+
MIR662	16	770183	770277	+
MIR3177	16	1734985	1735066	+
MIR1225	16	2090195	2090284	-
MIR6511B1	16	2106669	2106753	-
MIR4516	16	2133119	2133204	+
MIR3180-5	16	2135977	2136129	-
MIR3677	16	2270713	2270772	+
MIR940	16	2271747	2271840	+
MIR4717	16	2274620	2274691	+
MIR6767	16	2445392	2445457	+
MIR6768	16	2463967	2464038	+
MIR3178	16	2531922	2532005	-
MIR6126	16	3485381	3485469	-
MIR6769A	16	4671318	4671390	+
MIR8065	16	5632467	5632566	+
MIR548H2	16	11306440	11306527	-
MIR4718	16	12720321	12720371	+
MIR193B	16	14303967	14304049	+
MIR365A	16	14309285	14309371	+
MIR3179-1	16	14901508	14901591	+
MIR3670-1	16	14907717	14907781	+
MIR3180-1	16	14911220	14911313	+
MIR6511A1	16	14925937	14926003	+
MIR6770-1	16	14930820	14930879	+
MIR1972-1	16	15010321	15010397	-
MIR6511B2	16	15134075	15134145	-
MIR3180-4	16	15154850	15155002	-
MIR6506	16	15611030	15611095	-
MIR484	16	15643294	15643372	+
MIR3179-2	16	16300159	16300242	+
MIR3670-2	16	16306370	16306434	+
MIR3180-2	16	16309879	16309966	+
MIR6511A2	16	16324588	16324654	+
MIR6770-2	16	16329305	16329364	+
MIR6511A3	16	16368876	16368942	+
MIR6511A4	16	18344013	18344079	-
MIR6770-3	16	18379351	18379410	-
MIR3180-3	16	18402178	18402271	-
MIR3670-3	16	18405698	18405762	-
MIR3179-3	16	18411894	18411977	-
MIR3670-4	16	18488301	18488365	-
MIR3179-4	16	18494493	18494576	-
MIR3680-1	16	21506049	21506135	-
MIR1273H	16	24203116	24203231	+
MIR548W	16	26025237	26025310	+
MIR6862-1	16	28390982	28391051	-
MIR6862-2	16	28724252	28724321	+
MIR4721	16	28843919	28844007	-
MIR4517	16	28958583	28958661	+
MIR3680-2	16	29599179	29599265	-
MIR4518	16	30503919	30504001	+
MIR4519	16	30875266	30875323	-
MIR762	16	30893903	30893985	+
MIR6771	16	50292616	50292675	+
MIR3181	16	50742305	50742377	+
MIR3935	16	56245520	56245623	+
MIR138-2	16	56858518	56858601	+
MIR6863	16	56904264	56904353	+
MIR6772	16	57772289	57772352	-
MIR328	16	67202321	67202395	-
MIR6773	16	68233426	68233499	-
MIR1538	16	69565808	69565868	-
MIR140	16	69933081	69933180	+
MIR1972-2	16	70030346	70030422	+
MIR4719	16	76868936	76869019	+
MIR4720	16	81385018	81385093	+
MIR7854	16	81533902	81533966	+
MIR6504	16	81611348	81611408	+
MIR8058	16	82688931	82689019	+
MIR3182	16	83508346	83508408	+
MIR5093	16	85306226	85306325	-
MIR1910	16	85741621	85741700	-
MIR6774	16	85918347	85918416	+
MIR6775	16	87834592	87834660	-
MIR5189	16	88468918	88469031	+
MIR4722	16	88716278	88716337	-
MIR3183	17	1022476	1022559	-
MIR22	17	1713903	1713987	-
MIR132	17	2049908	2050008	-
MIR212	17	2050271	2050380	-
MIR6776	17	2692861	2692919	-
MIR1253	17	2748078	2748182	-
MIR6864	17	4969702	4969771	-
MIR6865	17	4970086	4970150	-
MIR4520-1	17	6655440	6655509	-
MIR4520-2	17	6655449	6655502	+
MIR195	17	7017615	7017701	-
MIR497	17	7017911	7018022	-
MIR324	17	7223297	7223379	-
MIR4314	17	8088056	8088147	+
MIR6883	17	8144994	8145071	-
MIR4521	17	8186945	8187004	+
MIR744	17	12081899	12081996	+
MIR1269B	17	12917268	12917342	-
MIR548H3	17	13543529	13543646	-
MIR4731	17	15251627	15251696	-
MIR1288	17	16282014	16282088	+
MIR6777	17	17813480	17813545	-
MIR33B	17	17813836	17813931	-
MIR6778	17	18340814	18340886	-
MIR1180	17	19344506	19344574	-
MIR4522	17	27293910	27293996	-
MIR4723	17	28360654	28360734	+
MIR451A	17	28861369	28861440	-
MIR451B	17	28861371	28861438	+
MIR144	17	28861533	28861618	-
MIR4732	17	28861655	28861730	-
MIR4523	17	29390662	29390730	+
MIR423	17	30117079	30117172	+
MIR3184	17	30117086	30117160	-
MIR4733	17	31094350	31094425	-
MIR4724	17	31534883	31534971	+
MIR193A	17	31559996	31560083	+
MIR4725	17	31575269	31575358	+
MIR365B	17	31575411	31575521	+
MIR632	17	32350109	32350202	+
MIR2909	17	37033745	37033813	+
MIR378J	17	37614931	37615039	-
MIR4734	17	38702262	38702331	-
MIR4726	17	38719691	38719748	+
MIR4727	17	38825838	38825892	+
MIR6779	17	38914979	38915042	+
MIR4728	17	39726495	39726561	+
MIR6884	17	40026332	40026409	-
MIR6866	17	40161933	40162001	+
MIR6867	17	40193597	40193663	+
MIR6510	17	41517164	41517217	-
MIR548AT	17	42494773	42494830	+
MIR5010	17	42514188	42514307	+
MIR6780A	17	42708084	42708151	-
MIR6781	17	42823880	42823943	-
MIR2117	17	43444806	43444885	+
MIR6782	17	44207771	44207839	-
MIR6783	17	44934618	44934681	-
MIR6784	17	45114367	45114433	-
MIR4315-1	17	45475363	45475435	-
MIR5089	17	46973017	46973100	+
MIR152	17	48037161	48037247	-
MIR1203	17	48156427	48156511	-
MIR10A	17	48579838	48579947	-
MIR196A1	17	48632490	48632559	-
MIR3185	17	48724408	48724475	-
MIR6129	17	49288346	49288454	-
MIR6165	17	49510817	49510900	+
MIR8059	17	50768650	50768730	+
MIR3614	17	56891270	56891355	-
MIR142	17	58331232	58331318	-
MIR4736	17	58335976	58336022	-
MIR454	17	59137758	59137872	-
MIR301A	17	59151136	59151221	-
MIR4729	17	59366083	59366154	+
MIR21	17	59841266	59841337	+
MIR4737	17	60043025	60043105	-
MIR633	17	62944215	62944312	+
ENSG00000265031	17	64425069	64425170	-
MIR3064	17	64500774	64500839	-
MIR5047	17	64501214	64501313	-
MIR6080	17	64780759	64780824	+
MIR4315-2	17	64822030	64822102	-
MIR634	17	66787072	66787168	+
MIR548D2	17	67471489	67471585	-
MIR548AA2	17	67471489	67471585	+
MIR635	17	68424451	68424548	-
MIR4524B	17	69099542	69099656	+
MIR4524A	17	69099564	69099632	-
MIR3615	17	74748613	74748699	+
MIR3678	17	75406069	75406162	+
MIR6785	17	75498548	75498628	+
MIR4738	17	75784521	75784607	-
MIR6868	17	76098019	76098076	-
MIR636	17	76736450	76736548	-
MIR6516	17	77089417	77089497	+
MIR4316	17	77396984	77397054	-
MIR4739	17	79707176	79707249	-
MIR1268B	17	80098828	80098877	+
MIR4730	17	80419418	80419493	+
MIR657	17	81125276	81125373	-
MIR3065	17	81125877	81125955	+
MIR338	17	81125883	81125949	-
MIR1250	17	81133196	81133308	-
MIR4740	17	81400716	81400778	-
MIR3186	17	81451104	81451188	-
MIR6786	17	81693757	81693869	+
MIR6787	17	82236668	82236728	+
MIR4525	17	82668233	82668307	-
MIR8078	18	112256	112339	-
MIR6718	18	3885353	3885432	+
MIR3976	18	5840695	5840833	+
MIR4317	18	6374361	6374425	-
MIR6788	18	10759584	10759649	-
MIR7153	18	11654885	11654941	-
MIR5190	18	13459947	13460026	+
MIR4526	18	13611114	13611200	+
MIR3156-2	18	14830166	14830242	+
MIR320C1	18	21683510	21683597	+
MIR133A1	18	21825698	21825785	-
MIR1-2	18	21829004	21829088	-
MIR4741	18	22933349	22933438	+
MIR320C2	18	24321686	24321735	+
MIR8057	18	26591467	26591535	-
MIR302F	18	30298910	30298960	+
MIR3975	18	35591737	35591806	+
MIR187	18	35904818	35904926	-
MIR3929	18	35934088	35934142	-
MIR4318	18	37657135	37657215	+
MIR924	18	39622123	39622175	-
MIR5583-2	18	39676719	39676777	-
MIR5583-1	18	39676721	39676779	+
MIR4319	18	44970082	44970166	-
MIR4527	18	47380496	47380565	+
MIR4743	18	48670600	48670668	+
MIR4744	18	49049687	49049768	-
MIR1539	18	49487373	49487422	+
MIR4320	18	50126499	50126563	-
MIR4528	18	53237101	53237190	+
MIR4529	18	55479221	55479298	+
MIR122	18	58451074	58451158	+
MIR3591	18	58451080	58451152	-
MIR5011	18	67081584	67081686	+
MIR548AV	18	72853321	72853382	-
MIR1302-11	19	71973	72110	+
MIR4745	19	804940	805001	+
MIR3187	19	813584	813653	+
MIR1909	19	1816159	1816238	-
MIR1227	19	2234062	2234149	-
MIR6789	19	2235829	2235926	-
MIR4321	19	2250639	2250718	+
MIR7108	19	2434914	2435000	-
MIR7850	19	2630715	2630793	+
MIR637	19	3961414	3961512	-
MIR4746	19	4445978	4446048	+
MIR7-3	19	4770670	4770779	+
MIR4747	19	4932687	4932740	+
MIR6885	19	6389638	6389703	-
MIR6790	19	6392921	6392983	-
MIR3940	19	6416410	6416511	-
MIR6791	19	6736712	6736778	-
MIR6792	19	7617439	7617505	+
MIR4999	19	8389290	8389380	-
MIR5589	19	10038354	10038413	+
MIR4322	19	10230413	10230485	+
MIR1181	19	10403458	10403538	-
MIR1238	19	10552122	10552204	+
MIR638	19	10718404	10718503	+
MIR4748	19	10780254	10780335	+
MIR199A1	19	10817426	10817496	-
MIR6793	19	10828973	10829035	+
MIR6886	19	11113474	11113534	+
MIR7974	19	11495544	11495622	-
MIR5684	19	12787128	12787192	+
MIR6794	19	12852260	12852327	+
MIR5695	19	12920320	12920404	+
MIR6515	19	12940484	12940540	+
MIR24-2	19	13836287	13836359	-
MIR27A	19	13836440	13836517	-
MIR23A	19	13836587	13836659	-
MIR181C	19	13874699	13874808	+
MIR181D	19	13874875	13875011	+
MIR1199	19	14073361	14073479	+
MIR639	19	14529543	14529640	+
MIR6795	19	15179283	15179350	-
MIR1470	19	15449548	15449608	+
MIR3188	19	18282077	18282161	+
MIR3189	19	18386562	18386634	+
